"ref_range_id","chrom","range_start","range_end","name"
30566,"5",70870115,70883570,"FocusRegion"
30567,"5",70883571,71014898,"FocusComplement"
30568,"5",71014899,71015522,"FocusRegion"
30569,"5",71015523,71094299,"FocusComplement"
30570,"5",71094300,71095193,"FocusRegion"
30571,"5",71095194,71095644,"FocusComplement"
30572,"5",71095645,71100332,"FocusRegion"
30573,"5",71100333,71113706,"FocusComplement"
30574,"5",71113707,71115765,"FocusRegion"
30575,"5",71115766,71117662,"FocusComplement"
30576,"5",71117663,71124777,"FocusRegion"
30577,"5",71124778,71280104,"FocusComplement"
30578,"5",71280105,71283208,"FocusRegion"
30579,"5",71283209,71295332,"FocusComplement"
30580,"5",71295333,71296908,"FocusRegion"
30581,"5",71296909,71299932,"FocusComplement"
30582,"5",71299933,71301658,"FocusRegion"
30583,"5",71301659,71304893,"FocusComplement"
30584,"5",71304894,71315794,"FocusRegion"
30585,"5",71315795,71316561,"FocusComplement"
30586,"5",71316562,71317117,"FocusRegion"
30587,"5",71317118,71317947,"FocusComplement"
30588,"5",71317948,71322177,"FocusRegion"
30589,"5",71322178,71426164,"FocusComplement"
30590,"5",71426165,71430498,"FocusRegion"
30591,"5",71430499,71442612,"FocusComplement"
30592,"5",71442613,71445439,"FocusRegion"
30593,"5",71445440,71450350,"FocusComplement"
30594,"5",71450351,71454119,"FocusRegion"
30595,"5",71454120,71535637,"FocusComplement"
30596,"5",71535638,71538049,"FocusRegion"
30597,"5",71538050,71538414,"FocusComplement"
30598,"5",71538415,71542721,"FocusRegion"
30599,"5",71542722,71614605,"FocusComplement"
30600,"5",71614606,71615016,"FocusRegion"
30601,"5",71615017,71622548,"FocusComplement"
30602,"5",71622549,71622856,"FocusRegion"
30603,"5",71622857,71796232,"FocusComplement"
30604,"5",71796233,71816082,"FocusRegion"
30605,"5",71816083,71980250,"FocusComplement"
30606,"5",71980251,71984060,"FocusRegion"
30607,"5",71984061,72031293,"FocusComplement"
30608,"5",72031294,72036904,"FocusRegion"
30609,"5",72036905,72040115,"FocusComplement"
30610,"5",72040116,72048049,"FocusRegion"
30611,"5",72048050,72048876,"FocusComplement"
30612,"5",72048877,72053148,"FocusRegion"
30613,"5",72053149,72053572,"FocusComplement"
30614,"5",72053573,72057163,"FocusRegion"
30615,"5",72057164,72058848,"FocusComplement"
30616,"5",72058849,72071350,"FocusRegion"
30617,"5",72071351,72091484,"FocusComplement"
30618,"5",72091485,72095650,"FocusRegion"
30619,"5",72095651,72156854,"FocusComplement"
30620,"5",72156855,72160952,"FocusRegion"
30621,"5",72160953,72615169,"FocusComplement"
30622,"5",72615170,72615865,"FocusRegion"
30623,"5",72615866,72634842,"FocusComplement"
30624,"5",72634843,72635638,"FocusRegion"
30625,"5",72635639,72638372,"FocusComplement"
30626,"5",72638373,72642469,"FocusRegion"
30627,"5",72642470,72692600,"FocusComplement"
30628,"5",72692601,72695538,"FocusRegion"
30629,"5",72695539,72696558,"FocusComplement"
30630,"5",72696559,72702777,"FocusRegion"
30631,"5",72702778,72779187,"FocusComplement"
30632,"5",72779188,72788755,"FocusRegion"
30633,"5",72788756,72788957,"FocusComplement"
30634,"5",72788958,72795734,"FocusRegion"
30635,"5",72795735,72856517,"FocusComplement"
30636,"5",72856518,72859287,"FocusRegion"
30637,"5",72859288,72859318,"FocusComplement"
30638,"5",72859319,72860190,"FocusRegion"
30639,"5",72860191,72870499,"FocusComplement"
30640,"5",72870500,72874432,"FocusRegion"
30641,"5",72874433,72912778,"FocusComplement"
30642,"5",72912779,72918212,"FocusRegion"
30643,"5",72918213,73004225,"FocusComplement"
30644,"5",73004226,73004978,"FocusRegion"
30645,"5",73004979,73124160,"FocusComplement"
30646,"5",73124161,73132093,"FocusRegion"
30647,"5",73132094,73156308,"FocusComplement"
30648,"5",73156309,73159335,"FocusRegion"
30649,"5",73159336,73369518,"FocusComplement"
30650,"5",73369519,73372704,"FocusRegion"
30651,"5",73372705,73691486,"FocusComplement"
30652,"5",73691487,73693291,"FocusRegion"
30653,"5",73693292,73693666,"FocusComplement"
30654,"5",73693667,73696998,"FocusRegion"
30655,"5",73696999,73698192,"FocusComplement"
30656,"5",73698193,73708693,"FocusRegion"
30657,"5",73708694,73722513,"FocusComplement"
30658,"5",73722514,73725351,"FocusRegion"
30659,"5",73725352,73848238,"FocusComplement"
30660,"5",73848239,73849882,"FocusRegion"
30661,"5",73849883,73850912,"FocusComplement"
30662,"5",73850913,73854610,"FocusRegion"
30663,"5",73854611,73855730,"FocusComplement"
30664,"5",73855731,73859123,"FocusRegion"
30665,"5",73859124,73906955,"FocusComplement"
30666,"5",73906956,73909057,"FocusRegion"
30667,"5",73909058,74682825,"FocusComplement"
30668,"5",74682826,74700593,"FocusRegion"
30669,"5",74700594,74700849,"FocusComplement"
30670,"5",74700850,74704928,"FocusRegion"
30671,"5",74704929,74705503,"FocusComplement"
30672,"5",74705504,74707799,"FocusRegion"
30673,"5",74707800,74821336,"FocusComplement"
30674,"5",74821337,74833659,"FocusRegion"
30675,"5",74833660,74937952,"FocusComplement"
30676,"5",74937953,74942312,"FocusRegion"
30677,"5",74942313,75061542,"FocusComplement"
30678,"5",75061543,75067553,"FocusRegion"
30679,"5",75067554,75070021,"FocusComplement"
30680,"5",75070022,75072336,"FocusRegion"
30681,"5",75072337,75075928,"FocusComplement"
30682,"5",75075929,75081065,"FocusRegion"
30683,"5",75081066,75136359,"FocusComplement"
30684,"5",75136360,75151080,"FocusRegion"
30685,"5",75151081,75151165,"FocusComplement"
30686,"5",75151166,75153170,"FocusRegion"
30687,"5",75153171,75170189,"FocusComplement"
30688,"5",75170190,75173736,"FocusRegion"
30689,"5",75173737,75243502,"FocusComplement"
30690,"5",75243503,75250701,"FocusRegion"
30691,"5",75250702,75251343,"FocusComplement"
30692,"5",75251344,75253467,"FocusRegion"
30693,"5",75253468,75254517,"FocusComplement"
30694,"5",75254518,75255661,"FocusRegion"
30695,"5",75255662,75256924,"FocusComplement"
30696,"5",75256925,75259048,"FocusRegion"
30697,"5",75259049,75259158,"FocusComplement"
30698,"5",75259159,75263206,"FocusRegion"
30699,"5",75263207,75321193,"FocusComplement"
30700,"5",75321194,75322258,"FocusRegion"
30701,"5",75322259,75466507,"FocusComplement"
30702,"5",75466508,75466837,"FocusRegion"
30703,"5",75466838,75515315,"FocusComplement"
30704,"5",75515316,75517218,"FocusRegion"
30705,"5",75517219,76060961,"FocusComplement"
30706,"5",76060962,76065800,"FocusRegion"
30707,"5",76065801,76067008,"FocusComplement"
30708,"5",76067009,76074702,"FocusRegion"
30709,"5",76074703,76170903,"FocusComplement"
30710,"5",76170904,76174339,"FocusRegion"
30711,"5",76174340,76176430,"FocusComplement"
30712,"5",76176431,76181309,"FocusRegion"
30713,"5",76181310,76186006,"FocusComplement"
30714,"5",76186007,76191807,"FocusRegion"
30715,"5",76191808,76317768,"FocusComplement"
30716,"5",76317769,76321731,"FocusRegion"
30717,"5",76321732,76322680,"FocusComplement"
30718,"5",76322681,76325849,"FocusRegion"
30719,"5",76325850,76372788,"FocusComplement"
30720,"5",76372789,76377170,"FocusRegion"
30721,"5",76377171,76385475,"FocusComplement"
30722,"5",76385476,76391046,"FocusRegion"
30723,"5",76391047,76449944,"FocusComplement"
30724,"5",76449945,76451005,"FocusRegion"
30725,"5",76451006,76451782,"FocusComplement"
30726,"5",76451783,76454376,"FocusRegion"
30727,"5",76454377,76495165,"FocusComplement"
30728,"5",76495166,76497848,"FocusRegion"
30729,"5",76497849,76498588,"FocusComplement"
30730,"5",76498589,76501797,"FocusRegion"
30731,"5",76501798,76551285,"FocusComplement"
30732,"5",76551286,76557178,"FocusRegion"
30733,"5",76557179,76557426,"FocusComplement"
30734,"5",76557427,76559931,"FocusRegion"
30735,"5",76559932,76598787,"FocusComplement"
30736,"5",76598788,76599431,"FocusRegion"
30737,"5",76599432,76661254,"FocusComplement"
30738,"5",76661255,76665431,"FocusRegion"
30739,"5",76665432,76666087,"FocusComplement"
30740,"5",76666088,76670172,"FocusRegion"
30741,"5",76670173,76670398,"FocusComplement"
30742,"5",76670399,76675083,"FocusRegion"
30743,"5",76675084,76682934,"FocusComplement"
30744,"5",76682935,76684053,"FocusRegion"
30745,"5",76684054,76688958,"FocusComplement"
30746,"5",76688959,76705190,"FocusRegion"
30747,"5",76705191,76706622,"FocusComplement"
30748,"5",76706623,76708164,"FocusRegion"
30749,"5",76708165,76709819,"FocusComplement"
30750,"5",76709820,76710770,"FocusRegion"
30751,"5",76710771,76714152,"FocusComplement"
30752,"5",76714153,76718765,"FocusRegion"
30753,"5",76718766,76778715,"FocusComplement"
30754,"5",76778716,76779654,"FocusRegion"
30755,"5",76779655,76808074,"FocusComplement"
30756,"5",76808075,76811584,"FocusRegion"
30757,"5",76811585,76946866,"FocusComplement"
30758,"5",76946867,76956274,"FocusRegion"
30759,"5",76956275,76961604,"FocusComplement"
30760,"5",76961605,76965955,"FocusRegion"
30761,"5",76965956,76971572,"FocusComplement"
30762,"5",76971573,76972026,"FocusRegion"
30763,"5",76972027,76973211,"FocusComplement"
30764,"5",76973212,76974281,"FocusRegion"
30765,"5",76974282,77142710,"FocusComplement"
30766,"5",77142711,77179601,"FocusRegion"
30767,"5",77179602,77967219,"FocusComplement"
30768,"5",77967220,77969512,"FocusRegion"
30769,"5",77969513,77973027,"FocusComplement"
30770,"5",77973028,77978105,"FocusRegion"
30771,"5",77978106,78014761,"FocusComplement"
30772,"5",78014762,78018994,"FocusRegion"
30773,"5",78018995,78188063,"FocusComplement"
30774,"5",78188064,78192769,"FocusRegion"
30775,"5",78192770,78193610,"FocusComplement"
30776,"5",78193611,78197043,"FocusRegion"
30777,"5",78197044,78294787,"FocusComplement"
30778,"5",78294788,78298842,"FocusRegion"
30779,"5",78298843,78299488,"FocusComplement"
30780,"5",78299489,78303741,"FocusRegion"
30781,"5",78303742,78304069,"FocusComplement"
30782,"5",78304070,78306851,"FocusRegion"
30783,"5",78306852,78465977,"FocusComplement"
30784,"5",78465978,78474120,"FocusRegion"
30785,"5",78474121,78519024,"FocusComplement"
30786,"5",78519025,78521917,"FocusRegion"
30787,"5",78521918,78708416,"FocusComplement"
30788,"5",78708417,78716180,"FocusRegion"
30789,"5",78716181,78716186,"FocusComplement"
30790,"5",78716187,78719525,"FocusRegion"
30791,"5",78719526,78719616,"FocusComplement"
30792,"5",78719617,78727167,"FocusRegion"
30793,"5",78727168,78727896,"FocusComplement"
30794,"5",78727897,78729314,"FocusRegion"
30795,"5",78729315,78772417,"FocusComplement"
30796,"5",78772418,78778508,"FocusRegion"
30797,"5",78778509,78778519,"FocusComplement"
30798,"5",78778520,78781733,"FocusRegion"
30799,"5",78781734,78823049,"FocusComplement"
30800,"5",78823050,78825538,"FocusRegion"
30801,"5",78825539,79008277,"FocusComplement"
30802,"5",79008278,79030450,"FocusRegion"
30803,"5",79030451,79031201,"FocusComplement"
30804,"5",79031202,79037585,"FocusRegion"
30805,"5",79037586,79044450,"FocusComplement"
30806,"5",79044451,79054561,"FocusRegion"
30807,"5",79054562,79183765,"FocusComplement"
30808,"5",79183766,79189066,"FocusRegion"
30809,"5",79189067,79292816,"FocusComplement"
30810,"5",79292817,79305881,"FocusRegion"
30811,"5",79305882,79340761,"FocusComplement"
30812,"5",79340762,79344371,"FocusRegion"
30813,"5",79344372,79345954,"FocusComplement"
30814,"5",79345955,79349731,"FocusRegion"
30815,"5",79349732,79351073,"FocusComplement"
30816,"5",79351074,79364575,"FocusRegion"
30817,"5",79364576,79550395,"FocusComplement"
30818,"5",79550396,79554347,"FocusRegion"
30819,"5",79554348,79617773,"FocusComplement"
30820,"5",79617774,79619257,"FocusRegion"
30821,"5",79619258,79664256,"FocusComplement"
30822,"5",79664257,79666797,"FocusRegion"
30823,"5",79666798,79839227,"FocusComplement"
30824,"5",79839228,79841002,"FocusRegion"
30825,"5",79841003,79841319,"FocusComplement"
30826,"5",79841320,79863896,"FocusRegion"
30827,"5",79863897,79865776,"FocusComplement"
30828,"5",79865777,79869048,"FocusRegion"
30829,"5",79869049,79869132,"FocusComplement"
30830,"5",79869133,79898664,"FocusRegion"
30831,"5",79898665,80004146,"FocusComplement"
30832,"5",80004147,80009514,"FocusRegion"
30833,"5",80009515,80028228,"FocusComplement"
30834,"5",80028229,80033329,"FocusRegion"
30835,"5",80033330,80075004,"FocusComplement"
30836,"5",80075005,80083721,"FocusRegion"
30837,"5",80083722,80373182,"FocusComplement"
30838,"5",80373183,80399857,"FocusRegion"
30839,"5",80399858,80468831,"FocusComplement"
30840,"5",80468832,80479100,"FocusRegion"
30841,"5",80479101,80845511,"FocusComplement"
30842,"5",80845512,80867181,"FocusRegion"
30843,"5",80867182,80890299,"FocusComplement"
30844,"5",80890300,80901396,"FocusRegion"
30845,"5",80901397,80901948,"FocusComplement"
30846,"5",80901949,80907283,"FocusRegion"
30847,"5",80907284,80907291,"FocusComplement"
30848,"5",80907292,80912264,"FocusRegion"
30849,"5",80912265,80995187,"FocusComplement"
30850,"5",80995188,81009572,"FocusRegion"
30851,"5",81009573,81154700,"FocusComplement"
30852,"5",81154701,81160693,"FocusRegion"
30853,"5",81160694,81545723,"FocusComplement"
30854,"5",81545724,81560304,"FocusRegion"
30855,"5",81560305,81581511,"FocusComplement"
30856,"5",81581512,81588783,"FocusRegion"
30857,"5",81588784,81753753,"FocusComplement"
30858,"5",81753754,81767078,"FocusRegion"
30859,"5",81767079,81912321,"FocusComplement"
30860,"5",81912322,81916436,"FocusRegion"
30861,"5",81916437,81917070,"FocusComplement"
30862,"5",81917071,81922582,"FocusRegion"
30863,"5",81922583,82132671,"FocusComplement"
30864,"5",82132672,82143970,"FocusRegion"
30865,"5",82143971,82174441,"FocusComplement"
30866,"5",82174442,82179786,"FocusRegion"
30867,"5",82179787,82214651,"FocusComplement"
30868,"5",82214652,82219431,"FocusRegion"
30869,"5",82219432,82221978,"FocusComplement"
30870,"5",82221979,82222604,"FocusRegion"
30871,"5",82222605,82223747,"FocusComplement"
30872,"5",82223748,82226538,"FocusRegion"
30873,"5",82226539,82332662,"FocusComplement"
30874,"5",82332663,82336174,"FocusRegion"
30875,"5",82336175,82385764,"FocusComplement"
30876,"5",82385765,82386067,"FocusRegion"
30877,"5",82386068,82467934,"FocusComplement"
30878,"5",82467935,82472230,"FocusRegion"
30879,"5",82472231,82603604,"FocusComplement"
30880,"5",82603605,82609067,"FocusRegion"
30881,"5",82609068,82647869,"FocusComplement"
30882,"5",82647870,82653923,"FocusRegion"
30883,"5",82653924,82735639,"FocusComplement"
30884,"5",82735640,82740880,"FocusRegion"
30885,"5",82740881,82743668,"FocusComplement"
30886,"5",82743669,82748114,"FocusRegion"
30887,"5",82748115,82765945,"FocusComplement"
30888,"5",82765946,82773588,"FocusRegion"
30889,"5",82773589,82789639,"FocusComplement"
30890,"5",82789640,82789988,"FocusRegion"
30891,"5",82789989,82945016,"FocusComplement"
30892,"5",82945017,82950082,"FocusRegion"
30893,"5",82950083,83020042,"FocusComplement"
30894,"5",83020043,83023847,"FocusRegion"
30895,"5",83023848,83023923,"FocusComplement"
30896,"5",83023924,83027809,"FocusRegion"
30897,"5",83027810,83097377,"FocusComplement"
30898,"5",83097378,83100427,"FocusRegion"
30899,"5",83100428,83208002,"FocusComplement"
30900,"5",83208003,83210544,"FocusRegion"
30901,"5",83210545,83702010,"FocusComplement"
30902,"5",83702011,83702988,"FocusRegion"
30903,"5",83702989,83732371,"FocusComplement"
30904,"5",83732372,83738782,"FocusRegion"
30905,"5",83738783,83739723,"FocusComplement"
30906,"5",83739724,83744575,"FocusRegion"
30907,"5",83744576,83791788,"FocusComplement"
30908,"5",83791789,83797275,"FocusRegion"
30909,"5",83797276,83797447,"FocusComplement"
30910,"5",83797448,83799193,"FocusRegion"
30911,"5",83799194,83800928,"FocusComplement"
30912,"5",83800929,83801540,"FocusRegion"
30913,"5",83801541,83886162,"FocusComplement"
30914,"5",83886163,83890911,"FocusRegion"
30915,"5",83890912,83919612,"FocusComplement"
30916,"5",83919613,83920452,"FocusRegion"
30917,"5",83920453,84032752,"FocusComplement"
30918,"5",84032753,84050583,"FocusRegion"
30919,"5",84050584,84193655,"FocusComplement"
30920,"5",84193656,84195995,"FocusRegion"
30921,"5",84195996,84380647,"FocusComplement"
30922,"5",84380648,84388912,"FocusRegion"
30923,"5",84388913,84473019,"FocusComplement"
30924,"5",84473020,84479433,"FocusRegion"
30925,"5",84479434,84480088,"FocusComplement"
30926,"5",84480089,84485406,"FocusRegion"
30927,"5",84485407,84552703,"FocusComplement"
30928,"5",84552704,84553470,"FocusRegion"
30929,"5",84553471,84619879,"FocusComplement"
30930,"5",84619880,84621221,"FocusRegion"
30931,"5",84621222,84814832,"FocusComplement"
30932,"5",84814833,84816724,"FocusRegion"
30933,"5",84816725,84889356,"FocusComplement"
30934,"5",84889357,84891675,"FocusRegion"
30935,"5",84891676,84907354,"FocusComplement"
30936,"5",84907355,84908360,"FocusRegion"
30937,"5",84908361,85109429,"FocusComplement"
30938,"5",85109430,85118319,"FocusRegion"
30939,"5",85118320,85227215,"FocusComplement"
30940,"5",85227216,85230202,"FocusRegion"
30941,"5",85230203,85346215,"FocusComplement"
30942,"5",85346216,85349400,"FocusRegion"
30943,"5",85349401,85349498,"FocusComplement"
30944,"5",85349499,85350742,"FocusRegion"
30945,"5",85350743,85350836,"FocusComplement"
30946,"5",85350837,85354884,"FocusRegion"
30947,"5",85354885,85384660,"FocusComplement"
30948,"5",85384661,85385904,"FocusRegion"
30949,"5",85385905,85473710,"FocusComplement"
30950,"5",85473711,85474713,"FocusRegion"
30951,"5",85474714,85505738,"FocusComplement"
30952,"5",85505739,85509304,"FocusRegion"
30953,"5",85509305,85715302,"FocusComplement"
30954,"5",85715303,85716631,"FocusRegion"
30955,"5",85716632,85849993,"FocusComplement"
30956,"5",85849994,85856486,"FocusRegion"
30957,"5",85856487,86055038,"FocusComplement"
30958,"5",86055039,86059628,"FocusRegion"
30959,"5",86059629,86076899,"FocusComplement"
30960,"5",86076900,86080230,"FocusRegion"
30961,"5",86080231,86082307,"FocusComplement"
30962,"5",86082308,86092125,"FocusRegion"
30963,"5",86092126,86095398,"FocusComplement"
30964,"5",86095399,86099165,"FocusRegion"
30965,"5",86099166,86244900,"FocusComplement"
30966,"5",86244901,86248650,"FocusRegion"
30967,"5",86248651,86248754,"FocusComplement"
30968,"5",86248755,86250942,"FocusRegion"
30969,"5",86250943,86496089,"FocusComplement"
30970,"5",86496090,86515997,"FocusRegion"
30971,"5",86515998,86798238,"FocusComplement"
30972,"5",86798239,86802657,"FocusRegion"
30973,"5",86802658,86821209,"FocusComplement"
30974,"5",86821210,86825342,"FocusRegion"
30975,"5",86825343,86837428,"FocusComplement"
30976,"5",86837429,86840587,"FocusRegion"
30977,"5",86840588,86940952,"FocusComplement"
30978,"5",86940953,86943766,"FocusRegion"
30979,"5",86943767,86945418,"FocusComplement"
30980,"5",86945419,86951000,"FocusRegion"
30981,"5",86951001,87155380,"FocusComplement"
30982,"5",87155381,87158770,"FocusRegion"
30983,"5",87158771,87258574,"FocusComplement"
30984,"5",87258575,87259456,"FocusRegion"
30985,"5",87259457,87276121,"FocusComplement"
30986,"5",87276122,87281454,"FocusRegion"
30987,"5",87281455,87307442,"FocusComplement"
30988,"5",87307443,87308347,"FocusRegion"
30989,"5",87308348,87313715,"FocusComplement"
30990,"5",87313716,87314135,"FocusRegion"
30991,"5",87314136,87413312,"FocusComplement"
30992,"5",87413313,87414510,"FocusRegion"
30993,"5",87414511,87517571,"FocusComplement"
30994,"5",87517572,87518722,"FocusRegion"
30995,"5",87518723,87585914,"FocusComplement"
30996,"5",87585915,87592878,"FocusRegion"
30997,"5",87592879,87608399,"FocusComplement"
30998,"5",87608400,87609611,"FocusRegion"
30999,"5",87609612,87904572,"FocusComplement"
31000,"5",87904573,87908795,"FocusRegion"
31001,"5",87908796,87916287,"FocusComplement"
31002,"5",87916288,87920108,"FocusRegion"
31003,"5",87920109,88064991,"FocusComplement"
31004,"5",88064992,88066770,"FocusRegion"
31005,"5",88066771,88131023,"FocusComplement"
31006,"5",88131024,88135076,"FocusRegion"
31007,"5",88135077,88202119,"FocusComplement"
31008,"5",88202120,88210623,"FocusRegion"
31009,"5",88210624,88243545,"FocusComplement"
31010,"5",88243546,88279888,"FocusRegion"
31011,"5",88279889,88320789,"FocusComplement"
31012,"5",88320790,88324201,"FocusRegion"
31013,"5",88324202,88808494,"FocusComplement"
31014,"5",88808495,88812071,"FocusRegion"
31015,"5",88812072,88849162,"FocusComplement"
31016,"5",88849163,88873066,"FocusRegion"
31017,"5",88873067,88885810,"FocusComplement"
31018,"5",88885811,88888371,"FocusRegion"
31019,"5",88888372,88890981,"FocusComplement"
31020,"5",88890982,88894403,"FocusRegion"
31021,"5",88894404,89056869,"FocusComplement"
31022,"5",89056870,89058732,"FocusRegion"
31023,"5",89058733,89135101,"FocusComplement"
31024,"5",89135102,89140459,"FocusRegion"
31025,"5",89140460,89141689,"FocusComplement"
31026,"5",89141690,89145226,"FocusRegion"
31027,"5",89145227,89333635,"FocusComplement"
31028,"5",89333636,89345737,"FocusRegion"
31029,"5",89345738,89384177,"FocusComplement"
31030,"5",89384178,89386450,"FocusRegion"
31031,"5",89386451,89423704,"FocusComplement"
31032,"5",89423705,89440858,"FocusRegion"
31033,"5",89440859,89553553,"FocusComplement"
31034,"5",89553554,89559038,"FocusRegion"
31035,"5",89559039,89682619,"FocusComplement"
31036,"5",89682620,89685005,"FocusRegion"
31037,"5",89685006,89812637,"FocusComplement"
31038,"5",89812638,89833921,"FocusRegion"
31039,"5",89833922,89971583,"FocusComplement"
31040,"5",89971584,89972210,"FocusRegion"
31041,"5",89972211,90099952,"FocusComplement"
31042,"5",90099953,90101015,"FocusRegion"
31043,"5",90101016,90102886,"FocusComplement"
31044,"5",90102887,90103965,"FocusRegion"
31045,"5",90103966,90261404,"FocusComplement"
31046,"5",90261405,90311893,"FocusRegion"
31047,"5",90311894,90618521,"FocusComplement"
31048,"5",90618522,90620076,"FocusRegion"
31049,"5",90620077,90677291,"FocusComplement"
31050,"5",90677292,90679744,"FocusRegion"
31051,"5",90679745,90721577,"FocusComplement"
31052,"5",90721578,90727950,"FocusRegion"
31053,"5",90727951,90865286,"FocusComplement"
31054,"5",90865287,90868501,"FocusRegion"
31055,"5",90868502,90922010,"FocusComplement"
31056,"5",90922011,90933554,"FocusRegion"
31057,"5",90933555,91071834,"FocusComplement"
31058,"5",91071835,91077002,"FocusRegion"
31059,"5",91077003,91084600,"FocusComplement"
31060,"5",91084601,91089249,"FocusRegion"
31061,"5",91089250,91162960,"FocusComplement"
31062,"5",91162961,91163678,"FocusRegion"
31063,"5",91163679,91220183,"FocusComplement"
31064,"5",91220184,91225235,"FocusRegion"
31065,"5",91225236,91349581,"FocusComplement"
31066,"5",91349582,91352285,"FocusRegion"
31067,"5",91352286,91377627,"FocusComplement"
31068,"5",91377628,91378645,"FocusRegion"
31069,"5",91378646,91495164,"FocusComplement"
31070,"5",91495165,91496878,"FocusRegion"
31071,"5",91496879,91535093,"FocusComplement"
31072,"5",91535094,91540347,"FocusRegion"
31073,"5",91540348,91732204,"FocusComplement"
31074,"5",91732205,91734017,"FocusRegion"
31075,"5",91734018,91735020,"FocusComplement"
31076,"5",91735021,91741995,"FocusRegion"
31077,"5",91741996,91743957,"FocusComplement"
31078,"5",91743958,91745351,"FocusRegion"
31079,"5",91745352,91869146,"FocusComplement"
31080,"5",91869147,91876629,"FocusRegion"
31081,"5",91876630,91876810,"FocusComplement"
31082,"5",91876811,91881022,"FocusRegion"
31083,"5",91881023,92094505,"FocusComplement"
31084,"5",92094506,92095621,"FocusRegion"
31085,"5",92095622,92224334,"FocusComplement"
31086,"5",92224335,92225595,"FocusRegion"
31087,"5",92225596,92430637,"FocusComplement"
31088,"5",92430638,92437169,"FocusRegion"
31089,"5",92437170,92563586,"FocusComplement"
31090,"5",92563587,92595557,"FocusRegion"
31091,"5",92595558,92659363,"FocusComplement"
31092,"5",92659364,92663985,"FocusRegion"
31093,"5",92663986,92856582,"FocusComplement"
31094,"5",92856583,92859143,"FocusRegion"
31095,"5",92859144,92943497,"FocusComplement"
31096,"5",92943498,92953356,"FocusRegion"
31097,"5",92953357,93358672,"FocusComplement"
31098,"5",93358673,93363811,"FocusRegion"
31099,"5",93363812,93434302,"FocusComplement"
31100,"5",93434303,93456783,"FocusRegion"
31101,"5",93456784,93681142,"FocusComplement"
31102,"5",93681143,93713717,"FocusRegion"
31103,"5",93713718,93913296,"FocusComplement"
31104,"5",93913297,93920887,"FocusRegion"
31105,"5",93920888,93920984,"FocusComplement"
31106,"5",93920985,93938233,"FocusRegion"
31107,"5",93938234,94282374,"FocusComplement"
31108,"5",94282375,94284410,"FocusRegion"
31109,"5",94284411,94294053,"FocusComplement"
31110,"5",94294054,94297378,"FocusRegion"
31111,"5",94297379,94464067,"FocusComplement"
31112,"5",94464068,94467086,"FocusRegion"
31113,"5",94467087,94906729,"FocusComplement"
31114,"5",94906730,94908994,"FocusRegion"
31115,"5",94908995,95130199,"FocusComplement"
31116,"5",95130200,95131830,"FocusRegion"
31117,"5",95131831,95269579,"FocusComplement"
31118,"5",95269580,95280255,"FocusRegion"
31119,"5",95280256,95338001,"FocusComplement"
31120,"5",95338002,95344275,"FocusRegion"
31121,"5",95344276,95344627,"FocusComplement"
31122,"5",95344628,95349156,"FocusRegion"
31123,"5",95349157,95664593,"FocusComplement"
31124,"5",95664594,95665581,"FocusRegion"
31125,"5",95665582,95665705,"FocusComplement"
31126,"5",95665706,95669090,"FocusRegion"
31127,"5",95669091,95725660,"FocusComplement"
31128,"5",95725661,95729620,"FocusRegion"
31129,"5",95729621,95753601,"FocusComplement"
31130,"5",95753602,95754117,"FocusRegion"
31131,"5",95754118,95915090,"FocusComplement"
31132,"5",95915091,95915714,"FocusRegion"
31133,"5",95915715,95977835,"FocusComplement"
31134,"5",95977836,95984657,"FocusRegion"
31135,"5",95984658,95985466,"FocusComplement"
31136,"5",95985467,95985856,"FocusRegion"
31137,"5",95985857,96361106,"FocusComplement"
31138,"5",96361107,96363222,"FocusRegion"
31139,"5",96363223,96422313,"FocusComplement"
31140,"5",96422314,96428143,"FocusRegion"
31141,"5",96428144,96645822,"FocusComplement"
31142,"5",96645823,96649476,"FocusRegion"
31143,"5",96649477,96667476,"FocusComplement"
31144,"5",96667477,96668187,"FocusRegion"
31145,"5",96668188,96958122,"FocusComplement"
31146,"5",96958123,96961422,"FocusRegion"
31147,"5",96961423,97132640,"FocusComplement"
31148,"5",97132641,97136902,"FocusRegion"
31149,"5",97136903,97163545,"FocusComplement"
31150,"5",97163546,97163928,"FocusRegion"
31151,"5",97163929,97173029,"FocusComplement"
31152,"5",97173030,97173341,"FocusRegion"
31153,"5",97173342,97192235,"FocusComplement"
31154,"5",97192236,97195066,"FocusRegion"
31155,"5",97195067,97403258,"FocusComplement"
31156,"5",97403259,97404711,"FocusRegion"
31157,"5",97404712,97854182,"FocusComplement"
31158,"5",97854183,97868294,"FocusRegion"
31159,"5",97868295,98121753,"FocusComplement"
31160,"5",98121754,98125232,"FocusRegion"
31161,"5",98125233,98125531,"FocusComplement"
31162,"5",98125532,98132712,"FocusRegion"
31163,"5",98132713,98548508,"FocusComplement"
31164,"5",98548509,98556324,"FocusRegion"
31165,"5",98556325,98586946,"FocusComplement"
31166,"5",98586947,98596578,"FocusRegion"
31167,"5",98596579,98603900,"FocusComplement"
31168,"5",98603901,98604245,"FocusRegion"
31169,"5",98604246,98631760,"FocusComplement"
31170,"5",98631761,98632168,"FocusRegion"
31171,"5",98632169,98634865,"FocusComplement"
31172,"5",98634866,98635412,"FocusRegion"
